Id,Contact__c,Case__c,Name,CreatedDate,NPS_Score__c,Additional_Comments__c,NPS_Formula__c,CES_Score__c,What_can_SAI_make_easier_for_you__c,Post_Chat_Score__c
a3I0W000001qEmAUAU,0030W00003cg5bDQAQ,5000W00001NRvLcQAL,GetFeedback Survey Response: Net Promoter Score,3/11/2019 6:34,9,,1,,,
a3I0W000001qEmFUAU,0030W00003XouzmQAB,5000W00001NRwZaQAL,GetFeedback Survey Response: Net Promoter Score,3/11/2019 6:44,10,,1,,,
a3I0W000001qEmKUAU,0030W00003cYoc9QAC,5000W00001NS28tQAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 7:02,9,,1,,,
a3I0W000001qEmPUAU,0030W00003REJ0QQAX,5000W00001NS4i0QAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 7:04,2,I just got a prewritten reply and my chat disconnected after navigating to another page on the same site. Session persistance plz!,-1,,,
a3I0W000001qEmUUAU,003d0000030uzUyAAI,5000W00001NS1sCQAT,GetFeedback Survey Response: Net Promoter Score,3/11/2019 7:11,10,Thank you for the quick response.,1,,,
a3I0W000001qEmZUAU,003d0000038qZBHAA2,5000W00001NRzAFQA1,GetFeedback Survey Response: Net Promoter Score,3/11/2019 8:59,8,,0,,,
a3I0W000001qEmeUAE,0030W00003RuTzdQAF,5000W00001NRvomQAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 9:20,10,Thank you for the timely response.,1,,,
a3I0W000001qEmjUAE,0030W00003cgsBcQAI,5000W00001NRwrQQAT,GetFeedback Survey Response: Net Promoter Score,3/11/2019 10:21,1,,-1,,,
a3I0W000001qEmoUAE,0030W00003c0y5aQAA,5000W00001NS4OoQAL,GetFeedback Survey Response: Net Promoter Score,3/11/2019 10:51,8,I am happily surprised how quick you responded on the case issued.,0,,,
a3I0W000001qEmtUAE,0030W00003UEMOHQA5,5000W00001NRwf0QAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 12:26,9,,1,,,
a3I0W000001qEmyUAE,003d000002aTdGxAAK,5000W00001NS57JQAT,GetFeedback Survey Response: Net Promoter Score,3/11/2019 12:33,10,,1,,,
a3I0W000001qEn3UAE,0030W00003TOXXTQA5,5000W00001NRvtmQAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 12:43,10,,1,,,
a3I0W000001qEn8UAE,0030W00003JvziYQAR,5000W00001NRudVQAT,GetFeedback Survey Response: Net Promoter Score,3/11/2019 13:48,8,Thanks for responding and fixing the issue with certifications.  It would be good if it was automatic in the future.,0,,,
a3I0W000001qEnDUAU,0030W00003Wec2jQAB,5000W00001NRxzHQAT,GetFeedback Survey Response: Net Promoter Score,3/11/2019 13:50,10,,1,,,
a3I0W000001qEnIUAU,0030W00003c0v8pQAA,5000W00001NRx66QAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 13:52,9,Rapid and helpful support - thank you.,1,,,
a3I0W000001qEnNUAU,0030W00003Pcp06QAB,5000W00001NS53RQAT,GetFeedback Survey Response: Net Promoter Score,3/11/2019 14:27,9,none,1,,,
a3I0W000001qEnSUAU,0030W00003Pcp06QAB,5000W00001NS52EQAT,GetFeedback Survey Response: Net Promoter Score,3/11/2019 14:28,9,none,1,,,
a3I0W000001qEnXUAU,0030W00003N6sfxQAB,5000W00001NRteqQAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 14:32,10,,1,,,
a3I0W000001qEncUAE,0030W00003cfZyDQAU,5000W00001NS051QAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 14:35,10,Instructure was great.... knew the material and the GSK organization. Material and exercises  were relevant and mixed up the type of content  and classroom interactions. Very good course materials.,1,,,
a3I0W000001qEnhUAE,0030W00003UDB1fQAH,5000W00001NRyzmQAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 15:16,10,Excellent service!,1,,,
a3I0W000001qEnmUAE,003d000002aTYtHAAW,5000W00001NRvUXQA1,GetFeedback Survey Response: Net Promoter Score,3/11/2019 15:20,9,Got most of what I wanted to be resolved. Thanks!,1,,,
a3I0W000001qEnrUAE,0030W00003ajccBQAQ,5000W00001NRzlQQAT,GetFeedback Survey Response: Net Promoter Score,3/11/2019 15:33,10,Great service & response time.,1,,,
a3I0W000001qEnwUAE,0030W00003aisGkQAI,5000W00001NS6dfQAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 16:33,10,,1,,,
a3I0W000001qEoLUAU,0030W00003cZ6TVQA0,5000W00001NS6cmQAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 17:24,10,"To get a better buy in, you need to involve organizations waterfall project job roles and how they translate in the landscape of Scaled Agile Framework, skills transfer.",1,,,
a3I0W000001qEoQUAU,0030W00003V8w3FQAR,5000W00001NRzIOQA1,GetFeedback Survey Response: Net Promoter Score,3/11/2019 17:27,7,"j'attends un support français, des documentations en français et SURTOUT des vidéos sous-titrées en français",0,,,
a3I0W000001qEoVUAU,0030W00003UCsl4QAD,5000W00001NRxVQQA1,GetFeedback Survey Response: Net Promoter Score,3/11/2019 17:31,10,I received a quick and satisfactory answer to my email request.,1,,,
a3I0W000001qEoaUAE,0030W00003RwZMhQAN,5000W00001NRzjKQAT,GetFeedback Survey Response: Net Promoter Score,3/11/2019 17:44,10,,1,,,
a3I0W000001qEofUAE,0030W00003cfkz4QAA,5000W00001NS54eQAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 18:04,9,,1,,,
a3I0W000001qEokUAE,0030W00003Zo29fQAB,5000W00001NRt5TQAT,GetFeedback Survey Response: Net Promoter Score,3/11/2019 18:15,7,,0,,,
a3I0W000001qEopUAE,0030W00003ahV4xQAE,5000W00001NRz2MQAT,GetFeedback Survey Response: Net Promoter Score,3/11/2019 18:19,8,,0,,,
a3I0W000001qEpEUAU,003d000002eplSLAAY,5000W00001NRzVhQAL,GetFeedback Survey Response: Net Promoter Score,3/11/2019 19:35,10,,1,,,
a3I0W000001qEpdUAE,0030W00003cgGwHQAU,5000W00001NRxe3QAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 20:45,9,,1,,,
a3I0W000001qEq2UAE,0030W00003cZ8PNQA0,5000W00001NS61gQAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 23:02,10,,1,,,
a3I0W000001qEq7UAE,0030W00003cgdc5QAA,5000W00001NS5lsQAD,GetFeedback Survey Response: Net Promoter Score,3/11/2019 23:44,0,"Response time are very slow. My problem was that a badge was not reflected on my profile and I had to discover that it was issued to a different person, when supposedly you were the ones investigating that. Awful.",-1,,,
a3I0W000001qEqCUAU,0030W00003N5RBaQAN,5000W00001NS6mNQAT,GetFeedback Survey Response: Net Promoter Score,3/12/2019 2:17,10,Very helpful,1,,,
a3I0W000001qEqHUAU,0030W00003UD13EQAT,5000W00001NS5pkQAD,GetFeedback Survey Response: Net Promoter Score,3/12/2019 3:23,10,Thanks for your quick support and resolution,1,,,
a3I0W000001qEqMUAU,0030W00003cYzmdQAC,5000W00001NS5v9QAD,GetFeedback Survey Response: Net Promoter Score,3/12/2019 4:14,10,It is an excellent method providing missing boundaries and long term fixed view that is otherwise ambiguous in Agile.,1,,,
a3I0W000001qEqRUAU,0030W00003RGWuRQAX,5000W00001NS6BWQA1,GetFeedback Survey Response: Net Promoter Score,3/12/2019 4:47,8,No,0,,,
a3I0W000001qEqWUAU,0030W00003ajRzPQAU,5000W00001NS3oqQAD,GetFeedback Survey Response: Net Promoter Score,3/12/2019 5:13,10,Thanks for the timely response,1,,,
a3I0W000001qEqbUAE,0030W00003RtS8IQAV,5000W00001NS1ZiQAL,GetFeedback Survey Response: Net Promoter Score,3/12/2019 5:52,10,,1,,,
a3I0W000001qEqgUAE,0030W00003UDgu8QAD,5000W00001NS5wqQAD,GetFeedback Survey Response: Net Promoter Score,3/12/2019 6:03,10,,1,,,
a3I0W000001qEqlUAE,0030W00003Zo1GwQAJ,5000W00001NS5VLQA1,GetFeedback Survey Response: Net Promoter Score,3/12/2019 6:18,9,Fast and efficient to answer my request,1,,,
a3I0W000001qEqqUAE,003d000003CEGuoAAH,5000W00001NS3lNQAT,GetFeedback Survey Response: Net Promoter Score,3/12/2019 6:21,8,,0,,,
a3I0W000001qEqvUAE,0030W00003cgJmVQAU,5000W00001NS1aMQAT,GetFeedback Survey Response: Net Promoter Score,3/12/2019 7:27,10,no,1,,,
a3I0W000001qEr0UAE,0030W00003cYoV7QAK,5000W00001NS4wfQAD,GetFeedback Survey Response: Net Promoter Score,3/12/2019 8:16,10,,1,,,
a3I0W000001qEr5UAE,0030W00003PcIxuQAF,5000W00001NS62oQAD,GetFeedback Survey Response: Net Promoter Score,3/12/2019 8:27,10,,1,,,
a3I0W000001qErAUAU,0030W00003cYpViQAK,5000W00001NS1SIQA1,GetFeedback Survey Response: Net Promoter Score,3/12/2019 8:37,9,Good,1,,,
a3I0W000001qErFUAU,0030W00003cfXVwQAM,5000W00001NS1beQAD,GetFeedback Survey Response: Net Promoter Score,3/12/2019 9:09,8,"The two-days course and the handout is not enough to pass the exam, but the written materials must be hunting from web page links. 
I had to make an own, structured material and it costs a lot of time.
It would be great to have a better, online learning course to all of the students.",0,,,
a3I0W000001qErKUAU,0030W00003ajwLDQAY,5000W00001NS1VbQAL,GetFeedback Survey Response: Net Promoter Score,3/12/2019 9:48,10,,1,,,
a3I0W000001qEscUAE,0030W00003Ru5wRQAR,5000W00001NRzKPQA1,GetFeedback Survey Response: Net Promoter Score,3/12/2019 19:58,3,I gave a screenshot of a test question that was poorly worded.  It appeared the Support person wasn't able to see it as they asked me to give more specific details that would have been noticed if they saw the screenshot.,-1,,,
a3I0W000001qEtGUAU,003d000002aTZT0AAO,5000W00001NRw2jQAD,GetFeedback Survey Response: Net Promoter Score,3/13/2019 3:34,10,Very quick and very useful support thank you very much,1,,,
a3I0W000001qEtLUAU,0030W00003TOc58QAD,5000W00001NS1W5QAL,GetFeedback Survey Response: Net Promoter Score,3/13/2019 7:44,10,Good and fast service,1,,,
a3I0W000001qEtQUAU,0030W00003cgKOIQA2,5000W00001NS7YeQAL,GetFeedback Survey Response: Net Promoter Score,3/13/2019 14:00,8,,0,,,
a3I0W000001qEtuUAE,0030W00003cfjItQAI,5000W00001NS1Z9QAL,GetFeedback Survey Response: Net Promoter Score,3/13/2019 17:37,8,,0,,,
a3I0W000001qEuJUAU,0030W00003cgRyLQAU,5000W00001NS4bxQAD,GetFeedback Survey Response: Net Promoter Score,3/13/2019 20:18,10,,1,,,
a3I0W000001qEuOUAU,0030W00003ch27JQAQ,5000W00001NS934QAD,GetFeedback Survey Response: Net Promoter Score,3/14/2019 5:13,10,,1,,,
a3I0W000001qEuTUAU,0030W00003cYoVFQA0,5000W00001NS5vYQAT,GetFeedback Survey Response: Net Promoter Score,3/14/2019 12:01,10,,1,,,
a3I0W000001qEuYUAU,0030W00003cYoVFQA0,5000W00001NS5uBQAT,GetFeedback Survey Response: Net Promoter Score,3/14/2019 12:01,10,,1,,,
a3I0W000001qEudUAE,0030W00003bzIGgQAM,5000W00001NRs5DQAT,GetFeedback Survey Response: Net Promoter Score,3/14/2019 13:03,7,,0,,,
a3I0W000001qEuiUAE,0030W00003chZNUQA2,5000W00001NS9BhQAL,GetFeedback Survey Response: Net Promoter Score,3/14/2019 13:19,10,,1,,,
a3I0W000001qEunUAE,0030W00003chZNUQA2,5000W00001NS9BhQAL,GetFeedback Survey Response: Net Promoter Score,3/14/2019 13:20,10,,1,,,
a3I0W000001qEusUAE,0030W00003cfkBBQAY,5000W00001NRz2qQAD,GetFeedback Survey Response: Net Promoter Score,3/14/2019 14:38,9,no,1,,,
a3I0W000001qEuxUAE,0030W00003cZ8PNQA0,5000W00001NS83hQAD,GetFeedback Survey Response: Net Promoter Score,3/14/2019 15:34,8,,0,,,
a3I0W000001qEv2UAE,003d000003H983BAAR,5000W00001NS8STQA1,GetFeedback Survey Response: Net Promoter Score,3/14/2019 15:49,10,They were responsive and resolved my issue very quickly!,1,,,
a3I0W000001qEv7UAE,0030W00003VCfFzQAL,5000W00001NS9xdQAD,GetFeedback Survey Response: Net Promoter Score,3/14/2019 15:53,5,Course book does not have all the subject matter and questions in the exam don't have all the answers and please provide the links in the book for more information,-1,,,
a3I0W000001qEvCUAU,003d000002lY9saAAC,5000W00001NS7M4QAL,GetFeedback Survey Response: Net Promoter Score,3/14/2019 16:00,10,very responsive and solved any issues right away,1,,,
a3I0W000001qEvHUAU,0030W00003cgiQ9QAI,5000W00001NS4afQAD,GetFeedback Survey Response: Net Promoter Score,3/14/2019 16:42,8,,0,,,
a3I0W000001qEvMUAU,0030W00003cffSTQAY,5000W00001NSHEBQA5,GetFeedback Survey Response: Net Promoter Score,3/14/2019 17:10,10,,1,,,
a3I0W000001qEvRUAU,0030W00003VCBdiQAH,5000W00001NS3RDQA1,GetFeedback Survey Response: Net Promoter Score,3/14/2019 17:28,7,,0,,,
a3I0W000001qEvWUAU,0030W00003cgxsDQAQ,5000W00001NSAbcQAH,GetFeedback Survey Response: Net Promoter Score,3/14/2019 19:00,10,Excellent collaboration platform,1,,,
a3I0W000001qEvbUAE,003d000002aTWbaAAG,5000W00001NS2tkQAD,GetFeedback Survey Response: Net Promoter Score,3/14/2019 19:09,8,Becky responded by email through support@scaledagile.com to let me know she solved the problem - She was very helpful,0,,,
a3I0W000001qEvgUAE,003d000003DlGQzAAN,5000W00001NSAe2QAH,GetFeedback Survey Response: Net Promoter Score,3/14/2019 19:18,9,,1,,,
a3I0W000001qEvlUAE,0030W00003QuLicQAF,5000W00001NSAIkQAP,GetFeedback Survey Response: Net Promoter Score,3/14/2019 19:21,10,,1,,,
a3I0W000001qEwAUAU,0030W00003RxEytQAF,5000W00001NSApyQAH,GetFeedback Survey Response: Net Promoter Score,3/14/2019 20:11,2,I was not finished with my questions for she dropped.,-1,,,
a3I0W000001qEwFUAU,0030W00003TOrjLQAT,5000W00001NSAsTQAX,GetFeedback Survey Response: Net Promoter Score,3/14/2019 21:03,8,"It's just that the representative should know how to navigate the site...I basically answered my own question by accidentally finding where to renew my certification on your site.  The email link did not take me directly to it, and it could cause your organization lost renewals because it was a lousy User Experience.  Honestly, your organization supports Scrum so your website should be an exceptional model of this methodology.   It was worse than other organizations that do other businesses, like retail.  Your Developers need to do better unit testing, or ORT needs to get better.  Try it out yourself...get an email to renew your certification and test the link.  It takes you to a general page and you have to search every drop down to find where to do it.  I should have rated this more like a 4.",0,,,
a3I0W000001qEwKUAU,003d000002OXNTSAA5,5000W00001NS2IUQA1,GetFeedback Survey Response: Net Promoter Score,3/14/2019 22:00,5,I had to wait few days to get the response. Quicker turnaround would be helpful.,-1,,,
a3I0W000001qEwPUAU,0030W00003Or3rpQAB,5000W00001NSArpQAH,GetFeedback Survey Response: Net Promoter Score,3/14/2019 22:11,10,,1,,,
a3I0W000001qEwUUAU,0030W00003cgS8iQAE,5000W00001NS3QoQAL,GetFeedback Survey Response: Net Promoter Score,3/14/2019 22:49,8,,0,,,
a3I0W000001qEwZUAU,0030W00003RGi38QAD,5000W00001NS21YQAT,GetFeedback Survey Response: Net Promoter Score,3/14/2019 23:45,9,none,1,,,
a3I0W000001qEweUAE,0030W00003cZ1P1QAK,5000W00001NS6e4QAD,GetFeedback Survey Response: Net Promoter Score,3/15/2019 0:32,10,Good Customer Support - well done~,1,,,
a3I0W000001qEwjUAE,0030W00003cg8pnQAA,5000W00001NSB5cQAH,GetFeedback Survey Response: Net Promoter Score,3/15/2019 0:32,10,,1,,,
a3I0W000001qEwoUAE,0030W00003RteEDQAZ,5000W00001NSAsEQAX,GetFeedback Survey Response: Net Promoter Score,3/15/2019 1:42,10,Issue was resolved immediately.,1,,,
a3I0W000001qEwtUAE,0030W00003cgCdMQAU,5000W00001NS8eFQAT,GetFeedback Survey Response: Net Promoter Score,3/15/2019 1:44,10,,1,,,
a3I0W000001qEwyUAE,0030W00003PcdsLQAR,5000W00001NRyIiQAL,GetFeedback Survey Response: Net Promoter Score,3/15/2019 3:55,10,,1,,,
a3I0W000001qEx3UAE,0030W00003cgPgzQAE,5000W00001NS3h6QAD,GetFeedback Survey Response: Net Promoter Score,3/15/2019 6:43,10,,1,,,
a3I0W000001qEx8UAE,0030W00003cg5OMQAY,5000W00001NS1hxQAD,GetFeedback Survey Response: Net Promoter Score,3/15/2019 8:13,7,,0,,,
a3I0W000001qExDUAU,0030W00003OAu37QAD,5000W00001NS9JbQAL,GetFeedback Survey Response: Net Promoter Score,3/15/2019 11:21,10,,1,,,
a3I0W000001qExIUAU,0030W00003Rv5NqQAJ,5000W00001NS15JQAT,GetFeedback Survey Response: Net Promoter Score,3/15/2019 15:56,10,,1,,,
a3I0W000001qExNUAU,0030W00003bzDV2QAM,5000W00001NSCOhQAP,GetFeedback Survey Response: Net Promoter Score,3/15/2019 16:01,10,,1,,,
a3I0W000001qExSUAU,0030W00003cg5wwQAA,5000W00001NS6HAQA1,GetFeedback Survey Response: Net Promoter Score,3/15/2019 16:12,2,Response is very slow,-1,,,
a3I0W000001qExXUAU,0030W00003ajDKmQAM,5000W00001ICx6pQAD,GetFeedback Survey Response: Net Promoter Score,3/15/2019 17:09,10,,1,,,
a3I0W000001qExcUAE,0030W00003ajDKmQAM,5000W00001ICyEaQAL,GetFeedback Survey Response: Net Promoter Score,3/15/2019 17:09,10,,1,,,
a3I0W000001qExhUAE,0030W00003cgHWIQA2,5000W00001NSCQ4QAP,GetFeedback Survey Response: Net Promoter Score,3/15/2019 17:14,1,"I did not understand much in the 2 day training - trainer did not make it easy - so, not sure",-1,,,
a3I0W000001qExmUAE,003d000002OXudOAAT,5000W00001NS3BKQA1,GetFeedback Survey Response: Net Promoter Score,3/15/2019 17:35,10,,1,,,
a3I0W000001qExwUAE,003d000002aTYtHAAW,5000W00001NS2NtQAL,GetFeedback Survey Response: Net Promoter Score,3/15/2019 18:30,10,Great service and helped the client. Thanks,1,,,
a3I0W000001qEy1UAE,0030W00003Znj88QAB,5000W00001NSCmoQAH,GetFeedback Survey Response: Net Promoter Score,3/15/2019 19:41,4,,-1,,,
a3I0W000001qEy6UAE,003d000003IZcM0AAL,5000W00001NS7iKQAT,GetFeedback Survey Response: Net Promoter Score,3/15/2019 19:46,10,,1,,,
a3I0W000001qEyBUAU,0030W00003ZlgzOQAR,5000W00001NSD7eQAH,GetFeedback Survey Response: Net Promoter Score,3/15/2019 20:22,10,The customer representative was extremely helpful and went above and beyond what was expected. Thank you so very much!,1,,,
a3I0W000001qEyGUAU,003d000002aTdaWAAS,5000W00001NS3ftQAD,GetFeedback Survey Response: Net Promoter Score,3/16/2019 3:32,10,Great customer service always quick response and very knowledgeable.,1,,,
a3I0W000001qEyLUAU,003d000002OXv0RAAT,5000W00001NRz0aQAD,GetFeedback Survey Response: Net Promoter Score,3/16/2019 5:07,10,Service has consistently been excellent.,1,,,
a3I0W000001qEyQUAU,0030W00003c0y5aQAA,5000W00001NS9JHQA1,GetFeedback Survey Response: Net Promoter Score,3/16/2019 5:45,8,,0,,,
a3I0W000001qEyVUAU,0030W00003UDMXmQAP,5000W00001NSBafQAH,GetFeedback Survey Response: Net Promoter Score,3/16/2019 7:28,10,Extreamly quick and frendly support. Both thumbs up :-),1,,,
a3I0W000001qEyaUAE,0030W00003c1M8AQAU,5000W00001NS7omQAD,GetFeedback Survey Response: Net Promoter Score,3/16/2019 13:57,0,your email support  ( customer care) is too slow an sluggish in response. your auto emails are alos not coming to my registered email id (not even in spam folder),-1,,,
a3I0W000001qEyfUAE,0030W00003chbIGQAY,5000W00001NSEbqQAH,GetFeedback Survey Response: Net Promoter Score,3/16/2019 16:43,10,Awesome support,1,,,
a3I0W000001qEykUAE,0030W00003cgIPJQA2,5000W00001NS7xUQAT,GetFeedback Survey Response: Net Promoter Score,3/16/2019 16:46,8,,0,,,
a3I0W000001qEypUAE,003d000002rKMj0AAG,5000W00001NS6BRQA1,GetFeedback Survey Response: Net Promoter Score,3/16/2019 17:21,10,,1,,,
a3I0W000001qEyuUAE,0030W00003ODNvxQAH,5000W00001NS7NqQAL,GetFeedback Survey Response: Net Promoter Score,3/16/2019 19:45,10,,1,,,
a3I0W000001qEyzUAE,003d000002OXNw5AAH,5000W00001NS6oYQAT,GetFeedback Survey Response: Net Promoter Score,3/16/2019 19:57,9,No,1,,,
a3I0W000001qEz4UAE,0030W00003ajLe0QAE,5000W00001NSCZBQA5,GetFeedback Survey Response: Net Promoter Score,3/16/2019 20:34,10,,1,,,
a3I0W000001qEzEUAU,0030W00003cfb4uQAA,5000W00001NSFVoQAP,GetFeedback Survey Response: Net Promoter Score,3/16/2019 22:07,9,"With a proper mind-set training/approach, Scaled Agile Community can be most useful in getting people and processes together",1,,,
a3I0W000001qEzJUAU,003d000002aTZaJAAW,5000W00001NS7jDQAT,GetFeedback Survey Response: Net Promoter Score,3/16/2019 22:30,7,,0,,,
a3I0W000001qEzOUAU,0030W00003RH2uzQAD,5000W00001NS7xyQAD,GetFeedback Survey Response: Net Promoter Score,3/16/2019 22:53,5,Too long to resolution.  Also needed to send multiple reminders,-1,,,
a3I0W000001qEzTUAU,0030W00003TO2taQAD,5000W00001NS4clQAD,GetFeedback Survey Response: Net Promoter Score,3/17/2019 0:02,10,The response was very faster and thorough.,1,,,
a3I0W000001qEznUAE,003d0000030kty9AAA,5000W00001NRykwQAD,GetFeedback Survey Response: Net Promoter Score,3/17/2019 1:28,9,,1,,,
a3I0W000001qF0vUAE,0030W00003cZjg7QAC,5000W00001NS9GwQAL,GetFeedback Survey Response: Net Promoter Score,3/17/2019 2:35,0,"If your system got failed,  you can not give any blind marks,  you should give a retake,  as it was system failure.",-1,,,
a3I0W000001qF10UAE,0030W00003ahzvgQAA,5000W00001NSEf9QAH,GetFeedback Survey Response: Net Promoter Score,3/17/2019 2:35,10,"The support given by Scaled Agile is priceless.  It takes a bit to get familiar and get your feet under you, especially when you are in the midst of multiple courses and audiences. It is an amazing supporr structure and best part, it is scalable.",1,,,
a3I0W000001qF1AUAU,0030W00003Jxv89QAB,5000W00001NS3uZQAT,GetFeedback Survey Response: Net Promoter Score,3/17/2019 9:21,9,,1,,,
a3I0W000001qF1FUAU,0030W00003cguL4QAI,5000W00001NRwGdQAL,GetFeedback Survey Response: Net Promoter Score,3/17/2019 12:32,9,,1,,,
a3I0W000001qF1KUAU,0030W00003cZjg7QAC,5000W00001NSFBZQA5,GetFeedback Survey Response: Net Promoter Score,3/17/2019 14:21,0,"Dissatisfied,  disappointed.",-1,,,
a3I0W000001qF1PUAU,0030W00003ah3qJQAQ,5000W00001NSDipQAH,GetFeedback Survey Response: Net Promoter Score,3/17/2019 14:56,10,The support's response was timely and explained everything in detail and step by step. I couldn't ask for more.,1,,,
a3I0W000001qF1UUAU,0030W00003VB7DbQAL,5000W00001NSCM7QAP,GetFeedback Survey Response: Net Promoter Score,3/17/2019 15:15,9,,1,,,
a3I0W000001qF1ZUAU,003d000002aTYtHAAW,5000W00001NSDJaQAP,GetFeedback Survey Response: Net Promoter Score,3/17/2019 16:38,10,,1,,,
a3I0W000001qF1eUAE,003d0000039mUtIAAU,5000W00001NSHY5QAP,GetFeedback Survey Response: Net Promoter Score,3/17/2019 19:14,10,Excellent customer service thank you,1,,,
a3I0W000001qF1jUAE,0030W00003PcoUsQAJ,5000W00001NSDcrQAH,GetFeedback Survey Response: Net Promoter Score,3/17/2019 19:20,8,,0,,,
a3I0W000001qF1oUAE,003d000002OXujiAAD,5000W00001NSA4FQAX,GetFeedback Survey Response: Net Promoter Score,3/17/2019 19:55,10,"Very fast response, system is iterating and continues to scale nicely. Thank you!",1,,,
a3I0W000001qF1tUAE,0030W00003UE0XaQAL,5000W00001NSHCyQAP,GetFeedback Survey Response: Net Promoter Score,3/17/2019 20:48,10,Not at this time,1,,,
a3I0W000001qF1yUAE,0030W00003PbLP9QAN,5000W00001NS9sOQAT,GetFeedback Survey Response: Net Promoter Score,3/17/2019 21:14,8,,0,,,
a3I0W000001qF23UAE,0030W00003cgwYYQAY,5000W00001NSHLVQA5,GetFeedback Survey Response: Net Promoter Score,3/17/2019 23:40,6,No,-1,,,
a3I0W000001qF2XUAU,0030W00003bzT4aQAE,5000W00001NS8txQAD,GetFeedback Survey Response: Net Promoter Score,3/18/2019 1:43,10,"Timely, clear, and accurate responses",1,,,
a3I0W000001qF2cUAE,0030W00003RDfm0QAD,5000W00001NSCCqQAP,GetFeedback Survey Response: Net Promoter Score,3/18/2019 1:53,5,"I haven't had a chance to follow up with Brian about my question so I don't have a strong opinion of the community support yet. I'm optimistic, though. :)",-1,,,
a3I0W000001qF2hUAE,003d000002OXulPAAT,5000W00001NS8DsQAL,GetFeedback Survey Response: Net Promoter Score,3/18/2019 2:29,10,,1,,,
a3I0W000001qF2mUAE,0030W00003cgBnDQAU,5000W00001NS9GIQA1,GetFeedback Survey Response: Net Promoter Score,3/18/2019 3:20,9,,1,,,
a3I0W000001qF2rUAE,0030W00003cgq0uQAA,5000W00001NSFhkQAH,GetFeedback Survey Response: Net Promoter Score,3/18/2019 4:40,8,"Positive final support outcome (within 3 days).
Lack of visibility on the resolution time-line (no contact during 3 days).",0,,,
a3I0W000001qF2wUAE,0030W00003cgjm5QAA,5000W00001NS9MkQAL,GetFeedback Survey Response: Net Promoter Score,3/18/2019 5:51,9,,1,,,
a3I0W000001qF31UAE,0030W00003Lj1ECQAZ,5000W00001NS6sfQAD,GetFeedback Survey Response: Net Promoter Score,3/18/2019 6:52,10,,1,,,
a3I0W000001qF36UAE,0030W00003ZkY2QQAV,5000W00001NS604QAD,GetFeedback Survey Response: Net Promoter Score,3/18/2019 7:52,10,,1,,,
a3I0W000001qF3BUAU,0030W00003Xnqq0QAB,5000W00001NSHBCQA5,GetFeedback Survey Response: Net Promoter Score,3/18/2019 8:24,10,,1,,,
a3I0W000001qF3GUAU,0030W00003cZlYMQA0,5000W00001NSE72QAH,GetFeedback Survey Response: Net Promoter Score,3/18/2019 8:30,4,,-1,,,
a3I0W000001qF3LUAU,0030W00003N6axTQAR,5000W00001NSGnKQAX,GetFeedback Survey Response: Net Promoter Score,3/18/2019 8:45,9,,1,,,
a3I0W000001qF3QUAU,0030W00003RGk1vQAD,5000W00001NSCVJQA5,GetFeedback Survey Response: Net Promoter Score,3/18/2019 11:51,9,,1,,,
a3I0W000001qF3VUAU,0030W00003RGeTJQA1,5000W00001NS8buQAD,GetFeedback Survey Response: Net Promoter Score,3/18/2019 12:03,8,,0,,,
a3I0W000001qF3aUAE,0030W00003ZmKLDQA3,5000W00001NS7YZQA1,GetFeedback Survey Response: Net Promoter Score,3/18/2019 12:19,8,,0,,,
a3I0W000001qF3fUAE,0030W00003UWjd8QAD,5000W00001NS9L3QAL,GetFeedback Survey Response: Net Promoter Score,3/18/2019 12:28,10,,1,,,
a3I0W000001qF44UAE,0030W00003cfWtqQAE,5000W00001NSDAOQA5,GetFeedback Survey Response: Net Promoter Score,3/18/2019 13:30,9,need additional TFS project plan building training (team foundation server),1,,,
a3I0W000001qF49UAE,0030W00003c14YaQAI,5000W00001NS7cbQAD,GetFeedback Survey Response: Net Promoter Score,3/18/2019 13:55,9,The community was very responsive!,1,,,
a3I0W000001qF4iUAE,0030W00003chNDOQA2,5000W00001NSHbsQAH,GetFeedback Survey Response: Net Promoter Score,3/18/2019 14:36,8,,0,,,
a3I0W000001qF5CUAU,0030W00003cZjpVQAS,5000W00001NSJ8VQAX,GetFeedback Survey Response: Net Promoter Score,3/18/2019 15:31,6,payments for re exam unnecessary!,-1,,,
a3I0W000001qF5HUAU,0030W00003Wg19AQAR,5000W00001NSCa9QAH,GetFeedback Survey Response: Net Promoter Score,3/18/2019 15:33,9,Thanks and I appreciate the support I received.,1,,,
