User: Full Name,Learning Assignment: Completed On,Learning Assignment: Learning Plan: Learning Plan Name,Learning Assignment: Progress %,Learning Assignment: Times Launched,Learning Assignment: Learning Plan Section: Learning Plan Section Name,Question Text,Response Text Long
2mm10R4p7k3,7/22/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,"You can plan as much as you can, but there will always be the element of the unexpected. You need to be flexible to the environment, circumstances, and your students. I need to remind myself that if I need to adjust. I simply need to trust that my expertise in SAFe, teaching, and people will still allow for a successful class."
2mm10R4p7k3,7/22/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,"One effective way to collect fast feedback that I have seen is to have students type a code into the group chat. For example, you may have been discussing SAFe Lean-Agile principle #6 and you're not sure if the class understands it. You ask the class, would you like one more story/example of this principle OR should we move on to the next one? Type MORE for another story or NEXT to move on. Alternatively, you could ask a multi-choice question, and then have one of the student who got it right to explain it to the class."
2mm10R4p7k3,7/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,"Make sure to have a plan A, plan B, and plan C in place. Planning and preparation will be key. Providing a pre-course webinar to familiarize students with the materials, tools, and processes will mean that all of the logistics issues should be significantly minimized!"
2mm10R4p7k3,7/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,"First, give clear and specific instructions and set expectations. If students know that they will need a representative from the group to share with the larger class, they have that objective to work on and organize during the breakout. Sometimes just asking a group what they discussed will be effective; however, sometimes they won't give enough information or the correct information. Sharing the screen with the activity output and asking students to teach the concept back to you may be helpful."
2mm10R4p7k3,7/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,"I recommend keeping students engaged by including gifs into the presentation and using ice breakers like fun pictures, jokes, or stories of the day. Including some humor and personality will keep students on their toes and help them relate the content to their lives."
2mm10R4p7k3,7/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,I like to keep things simple and connect abstract concepts to concrete examples. I can most definitely carry that over!
2mm10R4p7k3,7/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,"The most important working agreement will be, be present. Things will only work well if people are paying attention and are trying their best. Having half of your attention on our phone or doing something for work and half of your attention on the class will no have great outcomes."
2mm10R4p7k3,7/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,"One tip I would share is to use the same, predictable pattern throughout the class. Open and close lessons in the same way. Open and close activities in the same way. Ask for responses to class questions in the same way. This will allow students to focus on the content instead of trying to understand new instructions and new tools."
2mm10R4p7k3,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"I will use Google products: Google Slides, Google Sheets, Google Docs, Google Drawings, and Google Hangouts (Maybe even Google Sites!). I chose Google because many people are already comfortable with it, it is easy to set up, easy to share, everyone can collaborate at the same time, and it is free! Sure, it doesn't have a lot of the functionality that Zoom has, but as a free tool, I think Google does the job."
2mm10R4p7k3,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,"Two trainers in a class allows for one instructor to focus on presenting and teaching, while the other can check in on students and manage questions. If you only had one trainer, you would have to do so many things at once, that you would end up being mediocre at all of them. You'd miss student questions or you'd be a distracted presenter."
2mm10R4p7k3,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,"I think it will be really important to test, plan, and have a backup plan! You don't want your students to be confused! Set expectations, make rules, and be a strong leader. There is a lot of work to be done, from designing the timing of the course, contacting and working with co-trainers, adapting the material to the tools you choose, preparing all the documents, and preparing for and scheduling a pre-course webinar."
2mm10R4p7k3,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,"To transition a class from in-person to remote: *Double the amount of time needed for the class *try to stick to 4 hours a day of learning *take a 5 to 10 minute break every hour *Add 1 to 2 minutes to each activity for students to move to and from breakout rooms For example, a three day class could be adjusted to a one week class (a little tight!) OR 3 times a week for two weeks OR 2 times a week for three weeks."
2mm10R4p7k3,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,"Your co-trainer could monitor the group chat and queue questions for you to answer at the appropriate time in class. They can queue videos, activities, and documents for you and your students. They can also help you monitor some group breakouts and jump in when needed to clarify instructions or set students on the right path."
2mm10R4p7k3,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,Gain empathy for your students by going to a virtual class yourself or prepare for a facilitate a mini-class and poll or interview your students! Small tests can make a big difference at honing your remote training skills.
2mm10R4p7k3,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"Remote training allows you to access a much wider audience: you can have a global class! As an instructor you need to use tools. This may require some research into functionality, costs, and availability at your organization. Also the organization of your class and its facilitation may not be intuitive at first. It requires creativity and preparation."
2mm10R4p7k3,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"There are many things that are the same between the remote and in-person training environment. You ave the same students with same goals and needs to be able to learn. You have the same instructor (you) teaching the same SAFe material. However, the instructor needs to find new ways for students to connect and learn. Students will have new interruptions (roofers, children, pets). Students will need to put in more effort to be engaged, and you, as the instructor, need to put in more effort to be engaging. Your presence as an instructor will likely be less impactful now that you are just pixels on the screen. Instructors will likely need to be more welcoming and more intentional in these efforts. Instructors will also need to repeat things more often, and they will need to be very clear in their instructions."
2r3c04br32n,6/25/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?","The remote training job aids. Keep the students engaged in the lessons was my biggest concern in the remote training experience. The activities allow the students to engage with each other, make the concept engaging and allow the ability for teach backs. I expect better engagement by using the remote training aids in my classes and getting as close to face to face as possible."
2r3c04br32n,6/25/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,A student could accidently move the entire batch of pennies. In the PowerPoint i could just let it go and relate it to real life as if the student drop a coin on the floor. The easy solution would be to use a tool like Mural or Miro that allows the locking of elements and support undo.
2r3c04br32n,6/25/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,"Be prepared. Take the time to test the software, utilize the remote training aids, pre-load the rosters, send out videos, introduce yourself. Spend a little time to make the course a successful learning experience."
2r3c04br32n,6/23/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,"I can use check-in when the class starts to quickly adjust the class direction and get feedback. During the class at the end of the Lesson after revewing the lesson I can work with my co-trainer to check the chat to see if there is any questions we can go into more details. At the end of the day I could capture sticky notes virtually for a retrospective as well as deeper questions that might require a more hands on conversation through voice, video or email."
2r3c04br32n,6/23/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,Virtual Polls in Zoom can be really fast becaues it prompts everyone with a message. Using a whiteboard tool like Mural/Micro can allow people to put feedback items throughout the class without having to use the chat or bring the item up on the video conference.
2r3c04br32n,6/23/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,The SAFe Remote Training webnairs have been great to understand what Scaled Agile Inc. is giving to the community and understanding the new class aids as well as policies. I really like how they also include people/experts from the field to give their feedback and what they have done to adjust.
2r3c04br32n,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,Establish a working agreement that supports the stuents in the classroom and is created by them. Just like it is effective on teams it works in the classroom as well. Create a virtual parking lot so lesson questions can be captured. The secondary trainer can combine them and sort them and even answer them so when we review the lesson we can quickly review with the team. I'm a terrible drawer and like to go up to the big picture. I would setup a secondary camera so I can go over to it to make things visual. One thing I also like to do is illustrate over the slides which is actually much easier virtually.
2r3c04br32n,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,Dry Run and prepare before you even do the class. Test the services you are using and ensure your presentaion materials are prepared and raedy to go.
2r3c04br32n,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,"House of Lean (Respect for People). Working from home brings new challenges. Our space is not private we have family in the same environment and even everyday distrations. We also don't have the comfort of a classroom that might have drinks, snack and a near by restroom to sneak out to during the class. We also have to respect that we are working from a different form of communication. Some people do not do well with virtual training and need to see, hear, or perform activites to understand the material."
2r3c04br32n,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,Weather can have an impact so having a backup service in case the internet drops might be a life saver. Having a co-trainer that can take over if you have a system failure and need to get back in. Having a backup tool which could be a simple Excel document in case of outage of the learning tools. Basically ROAM your risk.
2r3c04br32n,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,Sitting for long periods of time can be tiring to people and wear them out. Take a break every hour and encourage poeple to stand (with pants on). Allow students to engage in conversation in the chat room with other students. Use different forms of teaching. In some lessons teach in other lessons utilize activities and reading with teach back. Keeping things fresh can help people get out of boredom. Use stories from your personal coaching jounrey to engage others. Everyone likes a good story vs reading from the book.
2r3c04br32n,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,"Using teach backs is a powerful educational tool. Having a group present a concept back to the class not only increases their understanding it helps the class overall. Teach backs also save class time instead of going to each person. Retro also work well. I quick board with a few questions like what did we learn, what did we wish we learned, how do i feel about the lesson can be powerful tools to pull from the class and engage individuals."
2r3c04br32n,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,"Manage the chat room for questions. Answer them for simple ones and bring up those that the entire group should hear to the main instructor. Provide feedback to students as well and ensure course slides, and activities are working correctly."
2r3c04br32n,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,"One trainer can manage the chat room of questions, jump into break out rooms to help students from the main room, and ensure questions are captured while the main trainer is focusing on delivering the material and answering the questions."
2r3c04br32n,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,Break into 4 hours per day for (4 days) for a 2 day course Add 1-2 minutes to each exercise Add 5 minute - 10 minute break every hour Break into 5 hours each day for (5 days) for three day course (RTE/SPC)
2r3c04br32n,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"Chat rooms, capture student feedback and questions. Video and Audio conference so the material can be seen an heard. A closed caption tool like otter.ai for those that might have a hard time hearding or are on poor video connections. A real time documented maangement system like Google Docs or Microsoft Teams so students can work together in groups or as a class."
2r3c04br32n,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,The time required is far greater than a class in a box appraoch in the past. Each course might have restrictions on the type of technology allowed in the working environment. Based on the technology pre-setup would be required and maybe even a dry run as many of these technologies are new in the remote training space.
2r3c04br32n,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,By taking the time to invest in the pre-setup to ensure time is spent learning not in troubleshooting and configuration. by giving students more time to utilize the tehcnology in activities due to having to learn new technologies. By giving students breaks to reset focus and to spend time going through the question in the chat room.
2r3c04br32n,6/7/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"Remote training involve having the trainer and trainee not in the same room. There is significant requirement around technology to faciliate the training since all visuals, questions and training materials must be done over technology. Training takes longer and as a trainer you can't just easily read the room. Body language can be harder to read, but web cams can make that easier. Faciliated exercises might require the help of another trainer to help organize. Visuals aids are not easily setup and must either be setup before the class begins or faciliated through increase in exercise time. Distrations based on the environment can impact many of the trainees who are attending since they might be working from home instead of a private meeting space."
2r3c04br32n,6/7/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,A trainer with trainee is the same. Students still follow lecture and do exercise together. Differences could be having to rely on technology to faciliate discussions and exercises. Course material is not easily available. Student might utilize chat to communicate with the instructor in remote training. Visual aids are not easily avaialbe in a remote class. The space might not be private in a remote class.
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,use poliing
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,tell stories
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,sharing experience from other instructors. what worked and what hasn't
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,have patience
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,"have a backup plan, have multiple instructors"
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,prepare for the class ahead of time
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,the student focus on the class. there will be many distractions.
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,ask questions. call the students by name
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,using polling
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,understand that there will be interruptions and background noise
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,practice using the tools before the class
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,Webex and the Collaboration interface
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,look for chat questions
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,make the remote class longer in days but shorter in hours per day
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,to help the students ask and answer questions
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,to be engaged and ask questions
Fr1n30McG3nt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,The books and course material are the same. We will use different tools for the remote experience.
G2r1ld0C1dd2n,6/11/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,Preparation is key
G2r1ld0C1dd2n,6/11/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,They might move or resize an object. Demonstrate and make students aware of the possibility
G2r1ld0C1dd2n,6/11/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?",Tooling and preparation activity
G2r1ld0C1dd2n,6/11/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,Engage students to check and reinforce understanding
G2r1ld0C1dd2n,6/11/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,Practice the tools so it becomes automatic
G2r1ld0C1dd2n,6/11/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,Quick check-in and daily retrospectives. This allows us to regularly get feedback to make any small changes necessary
G2r1ld0C1dd2n,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,fun activities that give then a break in focus. Allow more breaks. Allow them to stand and move around
G2r1ld0C1dd2n,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,"Remain engaged. Students have lots of distractions in virtual settings, we want them to be aware and remain engaged."
G2r1ld0C1dd2n,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,"Techniques for reinforcing learning, like debriefs, examples, stories"
G2r1ld0C1dd2n,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,"connect the concepts back to learning, then ask them to see what they learned. Give enough time for answer"
G2r1ld0C1dd2n,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,Backups
G2r1ld0C1dd2n,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,"Have good tools environment, know it well. Have support and backup plan"
G2r1ld0C1dd2n,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,"Tooling, how to share content, audio / video capability, timezones, back-up for technology"
G2r1ld0C1dd2n,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,Manage the chat
G2r1ld0C1dd2n,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,"While one teaches, the other can manage tools, chats, etc"
G2r1ld0C1dd2n,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,"Double the days, reduce hours"
G2r1ld0C1dd2n,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"Zoom or MS Teams they have breakout rooms, chat, break our room chat, whiteboards, etc"
G2r1ld0C1dd2n,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,"Use exercises to get to know them. understand their cultural, language challenges and timezones"
G2r1ld0C1dd2n,6/9/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"teaching and learning are synchronous, reliance on tools, teaching style is different with higher effort to create engagement and get real-time feedback, students can attend form anywhere"
G2r1ld0C1dd2n,6/9/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"Learning is synchronous, you want engagement, tools more important in remote, more trainers in remote"
Gr2g0Z2ph,6/19/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,"person might resize a penny like dropping a real penny, just go with the flow"
Gr2g0Z2ph,6/19/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?","games, remote tools and artifacts"
Gr2g0Z2ph,6/19/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,the online tools and webex functions
Gr2g0Z2ph,6/19/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,"ask questions, open ended questions"
Gr2g0Z2ph,6/19/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,"do a Poll on webex, ask people to raise hand,"
Gr2g0Z2ph,6/19/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,"prepare, prepare, prepare - try out the tools - be ready to focus on each person"
Gr2g0Z2ph,6/19/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,Weave/collaboration page for team to add comments
Gr2g0Z2ph,6/19/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,no other work during the training to distract
Gr2g0Z2ph,6/19/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,prepare weeks before
Gr2g0Z2ph,6/19/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,"take breaks, stand up, walk around during breaks"
Gr2g0Z2ph,6/19/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,personal connections with each person
Gr2g0Z2ph,6/19/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,"agenda times, and working agreements"
Gr2g0Z2ph,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,"backup for breaks, technology blockages, cross-ideas and new teaching styles"
Gr2g0Z2ph,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,Webex Trainer - we have a license
Gr2g0Z2ph,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,practice and use it to see the pitfalls and problems
Gr2g0Z2ph,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,"4 1/2 days instead of 2 full days, add breaks each hour"
Gr2g0Z2ph,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,chat with students on questions
Gr2g0Z2ph,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,lots of tool choices
Gr2g0Z2ph,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,different people at different locations at the same time
Gr2g0Z2ph,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"same time, but in person is people coming together into a class location, whereas remote is people coming together at same time in different locations"
H1r3kr37hn10C.7.,6/20/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,"Posters, Quizzes, Quotale quotes"
H1r3kr37hn10C.7.,6/20/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,Timebox - to respect eachother's time and complete on time
H1r3kr37hn10C.7.,6/20/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,start small
H1r3kr37hn10C.7.,6/20/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,"Have quizzes, give them breaks, ask questions"
H1r3kr37hn10C.7.,6/20/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,"Asking people to explain learnings in their own way, asking where they will apply what they learnt"
